id,map_id,address,description,pic,link,lat,lng,icon,anim,title,infoopen,category,approved,retina,type,did,other_data
1,81,"26.9893, -98.1301",,,,26.9893,-98.1301,,0,Station 1,0,0,1,0,0,,
2,81,"26.5789, -99.0332",,,,26.5789,-99.0332,,0,Station 2,0,0,1,0,0,,
3,81,"27.2311, -98.1472",,,,27.2311,-98.1472,,0,Station 3,0,0,1,0,0,,
4,81,"27.199, -98.1472",,,,27.199,-98.1472,,0,Station 4,0,0,1,0,0,,
5,81,"26.987, -98.17",,,,26.987,-98.17,,0,Station 5,0,0,1,0,0,,
